Peat Romano|"I am an atheist, out and out. It took me a long time to say it. I've been an atheist for years and years, but somehow I felt it was intellectually unrespectable to say one was an atheist, because it assumed knowledge that one didn't have. Somehow it was better to say one was a humanist or an agnostic. I finally decided that I'm a creature of emotion as well as of reason. Emotionally I am an atheist. I don't have the evidence to prove that God doesn't exist, but I so strongly suspect he doesn't that I don't want to waste my time."[Isaac Asimov, "Free Inquiry", Spring 1982, vol.2 no.2, p.9] 
W|A new born child grabs after the mothers chest. A confused human does the same for religion. 
Baron von Knifty|Even way back then those Ancient Romans understood irony. Jesus was a carpenter, so they nailed him to wood.
The Reverand Doctor 348CH|When a child has an imaginary friend they go to a psychologist When an adult has an imaginary friend, they go to church
Manulal M Inasu.|Atheists make only a small percentage of the world population and this proves that the common sense is not so common.
James the Underloud|'To believe a particular religion is to claim to know the answers of the universe.  To reject all religion is to have faith that some things are beyond human understanding."
Steven Crocker|Today's religion will be the future's mythology. Both believed at one time by many; but proved wrong by the clever.
Armand Salacrou|The existence of a world without God seems to me less absurd than the presence of a God, existing in all his perfection, creating an imperfect man in order to make him run the risk of Hell
Vlad Marinkovic|Religion draws most of it's power from person's inability to comprehend that one day it will just cease to exist, period.
Brad Reddekopp|People who don't like their beliefs being laughed at shouldn't have such funny beliefs. 
Cedrik Definney|If you know for a fact that God exists, then what do you need FAITH for? 
Marie S.|I have no need for religion, I have a conscience. 
"Dudev"|They [atheists] will celebrate life, while you're in church celebrating death. 
Jack Pritchard|Atheism is the fire break that stops the world burning to ash 
Thomas Jefferson|In every country and every age, the priest has been hostile to liberty. He is always in alliance with the tyrant, allowing his abuses in return for protection to his own. 
Xenophanes|Men create the gods in their own image. 
L.|"We are all atheists about most of the gods that humanity has ever believed in. Some of us just go one god further." 
James Madison|"What influence in fact have Christian ecclesiastical establishments had on civil society? In many instances they have been upholding the thrones of political tyranny. In no instance have they been seen as the guardians of the liberties of the people Rulers who wished to subvert the public liberty have found in the clergy convenient auxiliaries. A just government, instituted to secure and perpetuate liberty, does not need the clergy."
Engie Mangio|Coming from Apes is so much better than Dirt.
Robert|If I say there is an invisible pink unicorn in my backyard, it is not the role of the doubter to prove that it does not exist. Rather, I should have to prove that my unicorn does exist. 
Cathy Ladman|All religions are basically guilt with different holidays 
Unknown|Given the choices of religion, you either have an eternity in torment or an eternity repeating one thing. I'm perfectly fine with nonexistance. 
hi i love life|To open the eye of faith first you must close the eye of reason!!! 
Goat|"In fact, Creationism is the opposite of science. In a nutshell, science observes, then explains. Creationism starts with a rigid conclusion and then looks around for natural phenomena that might support this conclusion. This is the same thing as shooting an arrow into a wall and then painting a bull's eye around it."
sir David stevens|PRAY;  to ask that the laws of the universe be annulled' on behalfof a single petitioner confesedly unworthy 
Daniel|God is like Santa Claus for adults 
Thich Nhat Hanh|Do not think that the knowledge you presently possess is changeless, absolute truth.  Avoid being narrow-minded and bound to present views.  Learn and practice non-attachment from your views in order to be open to receive other's viewpoints.  Truth is found in life and not merely in conceptual knowledge.  Be ready to learn throughout your entire life and to observe reality in yourself and in the world at all times.
Jethro Tull|'On the sixth day man created god'
Chris Hitchens|What can be asserted without proof, can be dismissed without proof
Stephen Weinberg|Religion is an insult to human dignity. Without it you'd have good people doing good things and evil people doing evil things. But for good people to do evil things, it takes religion
Thomas Paine|Belief in a cruel God makes a cruel man.
Walt Fristoe|Evolution might be a "theory", but Intelligent Design isn't even a hypothesis!
Gabriel Neil|Just because you believe something does not make it true.
Unknown|God made me an atheist. Who are you to question his wisdom?
Baron von Knifty|Blind faith or wide-eyed science. What’s your money on?
En Sabah Nur|Man created God. And then God created man.
